speaker_dir	sex	gender_source	decision	rel_path	client_id	n_clips	clips
u_3_88	F	estimated	tagged_female	unknown/u_3/u_3_88	0fe0c23861d3330b1e215c439ba0c0bf55ef946f33cba4da25fffab109979a4b1c82d2f358bda06bc802211df5a74329b199ee125537565b47d22d9cf0db61fb	10	common_voice_en_19696296.mp3,common_voice_en_19696297.mp3,common_voice_en_19696298.mp3,common_voice_en_19696299.mp3,common_voice_en_19696300.mp3,common_voice_en_19696326.mp3,common_voice_en_19696328.mp3,common_voice_en_19696330.mp3,common_voice_en_19696332.mp3,common_voice_en_19696334.mp3
u_3_94	F	estimated	tagged_female	unknown/u_3/u_3_94	1014b1ab8c9b16579d5a3f27bef0f52db6f794794b153d143153250e7ba9c90b638f93ae3217e62642554b1f311973c6354cfb206f2a7bbd52e88d80ab5c83c0	10	common_voice_en_26741940.mp3,common_voice_en_26741948.mp3,common_voice_en_26741950.mp3,common_voice_en_26741953.mp3,common_voice_en_26741959.mp3,common_voice_en_26741961.mp3,common_voice_en_26741966.mp3,common_voice_en_26742123.mp3,common_voice_en_26742124.mp3,common_voice_en_26742127.mp3
u_3_95	F	estimated	tagged_female	unknown/u_3/u_3_95	101facf41b25170150a96280bf532477c7d8e535ba8428f6c6097d70a0fa9dc923b648c9513fcef916e2722dc6c47fedad7be42d76b65e5a2d1e766d68d30a54	10	common_voice_en_36455922.mp3,common_voice_en_36455924.mp3,common_voice_en_36455927.mp3,common_voice_en_36455931.mp3,common_voice_en_36455938.mp3,common_voice_en_36455940.mp3,common_voice_en_36455949.mp3,common_voice_en_36455950.mp3,common_voice_en_36455957.mp3,common_voice_en_36455958.mp3
u_3_98	F	estimated	tagged_female	unknown/u_3/u_3_98	10273cd93153ecaeee84b518429b309c35d206aef87614d4d351a2e41797d57b7c3f6807984dfdb24f734961572b2c29faae69af4668879dbfff9b50ec1ce49a	10	common_voice_en_27165367.mp3,common_voice_en_27165368.mp3,common_voice_en_27165369.mp3,common_voice_en_27165370.mp3,common_voice_en_27165371.mp3,common_voice_en_27165399.mp3,common_voice_en_27165401.mp3,common_voice_en_27165403.mp3,common_voice_en_27165405.mp3,common_voice_en_27165406.mp3
u_4_2	F	estimated	tagged_female	unknown/u_4/u_4_2	106d2b8dd3533a0ee735f70a3821b4d74795175178af5e242fe0b0c89e5edf825129a42ea04cf49aa4a825b9e0bfa039c3011314c2e6ec3bb24f2a7b96af1de8	10	common_voice_en_19717937.mp3,common_voice_en_19717938.mp3,common_voice_en_19717939.mp3,common_voice_en_19717940.mp3,common_voice_en_19717941.mp3,common_voice_en_19717960.mp3,common_voice_en_19717962.mp3,common_voice_en_19717964.mp3,common_voice_en_19717966.mp3,common_voice_en_19717968.mp3
u_4_3	F	estimated	tagged_female	unknown/u_4/u_4_3	106f22bc1b8c01013e1b5e45a3d2ca0984a0e3513decd903760fdf441b6a440c596389168b5f7398ad6cd4e29d130d95037169e54fd95cfa6a621931b6049c9c	10	common_voice_en_30464335.mp3,common_voice_en_30464336.mp3,common_voice_en_30464337.mp3,common_voice_en_30464338.mp3,common_voice_en_30464340.mp3,common_voice_en_30464342.mp3,common_voice_en_30464343.mp3,common_voice_en_30464346.mp3,common_voice_en_30464348.mp3,common_voice_en_30464351.mp3
u_4_4	F	estimated	tagged_female	unknown/u_4/u_4_4	10720b8009210a48916d2b5a9219ffeffc7dc96ba020f650121bf4f908cf9696967800cf3957f2413ab282f6f61c3291d9334d37b5bbd9080e057b91e5178e15	10	common_voice_en_23596966.mp3,common_voice_en_23596967.mp3,common_voice_en_23596968.mp3,common_voice_en_23596969.mp3,common_voice_en_23596970.mp3,common_voice_en_23596986.mp3,common_voice_en_23596987.mp3,common_voice_en_23596988.mp3,common_voice_en_23596989.mp3,common_voice_en_23596990.mp3
u_4_5	F	estimated	tagged_female	unknown/u_4/u_4_5	1072fb01196b31cc8f02b4e79db1ae5627beeab2175a1336d4d289a3f6d4929f13c227075b7951b7cf9fdcb853c558fd74d3b8d1927c1a5af3d9ffaa04db1cb9	10	common_voice_en_22026815.mp3,common_voice_en_22026823.mp3,common_voice_en_22027044.mp3,common_voice_en_22027048.mp3,common_voice_en_22027050.mp3,common_voice_en_22027053.mp3,common_voice_en_22027056.mp3,common_voice_en_22027416.mp3,common_voice_en_22027418.mp3,common_voice_en_22027420.mp3
u_4_8	F	estimated	tagged_female	unknown/u_4/u_4_8	10ad2282e087acc14da779fdffe4540dd433a2309ef5e6f3dd6611cbafc6faace823708d54de158dc073d00a8a9a6d0743b249a42ffebad94c9335d68f530102	10	common_voice_en_30559611.mp3,common_voice_en_30559612.mp3,common_voice_en_30559613.mp3,common_voice_en_30620095.mp3,common_voice_en_30620097.mp3,common_voice_en_30620098.mp3,common_voice_en_30620099.mp3,common_voice_en_30620100.mp3,common_voice_en_30620101.mp3,common_voice_en_30620102.mp3
u_4_11	F	estimated	tagged_female	unknown/u_4/u_4_11	10db771390c481d26a91faf360b707c2f54b28908b822c061caef9574d3c714e6fe33eb32d93bb10671c3066b410480397ca6f10fd35ac0f64404acfe1d0021c	10	common_voice_en_19637459.mp3,common_voice_en_19637460.mp3,common_voice_en_19637461.mp3,common_voice_en_19637462.mp3,common_voice_en_19637473.mp3,common_voice_en_19637474.mp3,common_voice_en_19637475.mp3,common_voice_en_19637476.mp3,common_voice_en_19637477.mp3,common_voice_en_19637493.mp3
u_4_12	F	estimated	tagged_female	unknown/u_4/u_4_12	10e6533330a4ed80b8d4576aa1e8dea347cd3a4c843b100f2986d664d097b9e5414b5187e227e8b1c59e876b27248c8aa74a74446f601333fe474d1d67695818	10	common_voice_en_20062177.mp3,common_voice_en_20062180.mp3,common_voice_en_20062183.mp3,common_voice_en_20062184.mp3,common_voice_en_20062185.mp3,common_voice_en_20062255.mp3,common_voice_en_20062257.mp3,common_voice_en_20062258.mp3,common_voice_en_20062259.mp3,common_voice_en_20062260.mp3
u_4_13	F	estimated	tagged_female	unknown/u_4/u_4_13	10f1412525ef47a973d26288db766f272dd1a96ec38bcf57883ee199a7dbfb71c1db6f7dd450fe4707cdf008a8092f65be04ba5e674c98272f2507dea7cb8573	10	common_voice_en_26974481.mp3,common_voice_en_26974482.mp3,common_voice_en_26974483.mp3,common_voice_en_26974537.mp3,common_voice_en_26974544.mp3,common_voice_en_26974546.mp3,common_voice_en_26974567.mp3,common_voice_en_26974568.mp3,common_voice_en_26974569.mp3,common_voice_en_26974571.mp3
u_4_18	F	estimated	tagged_female	unknown/u_4/u_4_18	112119ce1eb2e817be88958fe7fb7d5c3f2162ab36ed6719776ab73708247a8d9c2311634b05a89c1b3176a7a03fb6ed80ef2a52f0acb2ffae071a4df2ccc14b	10	common_voice_en_20315320.mp3,common_voice_en_20315323.mp3,common_voice_en_20315325.mp3,common_voice_en_20315326.mp3,common_voice_en_20315327.mp3,common_voice_en_20328471.mp3,common_voice_en_20328472.mp3,common_voice_en_20328473.mp3,common_voice_en_20328474.mp3,common_voice_en_20328475.mp3
u_4_23	F	estimated	tagged_female	unknown/u_4/u_4_23	115505e31162ffec7f48212382ad401270030bd5d96017669110f91761f6a6493b6f4f4ba69e13f76a4f5264f84e6dfd7ff2ad4cc66d109f80822c04861ae64f	10	common_voice_en_23885212.mp3,common_voice_en_23885222.mp3,common_voice_en_23885223.mp3,common_voice_en_23885224.mp3,common_voice_en_23885225.mp3,common_voice_en_23885226.mp3,common_voice_en_23885227.mp3,common_voice_en_23885228.mp3,common_voice_en_23885229.mp3,common_voice_en_23885230.mp3
u_4_29	F	estimated	tagged_female	unknown/u_4/u_4_29	11969c3bf75d7f518e9ec04808d6efd9020beb6d074e31cf2bc663b8d4a8083d7b7971fca1766f466e2eb3c1a3787c8020494805b5da3fd661f3a8e7605beaf7	10	common_voice_en_24123949.mp3,common_voice_en_24123950.mp3,common_voice_en_24123951.mp3,common_voice_en_24123952.mp3,common_voice_en_24123953.mp3,common_voice_en_24123954.mp3,common_voice_en_24123955.mp3,common_voice_en_24123956.mp3,common_voice_en_24123957.mp3,common_voice_en_24123958.mp3
u_4_37	F	estimated	tagged_female	unknown/u_4/u_4_37	11e2aeb6d2ec72cae85fb11350737e406525d641ee97f5a4b49a289f862d3f2dcecf5480cd914fa7810e8440eb60ea9a97f9aa4e96436e377adb58f7800be10e	10	common_voice_en_19720562.mp3,common_voice_en_19720563.mp3,common_voice_en_19720565.mp3,common_voice_en_19720569.mp3,common_voice_en_19720583.mp3,common_voice_en_19720586.mp3,common_voice_en_19720588.mp3,common_voice_en_19720590.mp3,common_voice_en_19720592.mp3,common_voice_en_19720596.mp3
u_4_38	F	estimated	tagged_female	unknown/u_4/u_4_38	11e40381362b89e6134ff50c2247d6afebf8b479257425959ade50fab905efd02c047cdcf4a75d387c9a66599c63726f2a6ff9e08affb34c8fd2b3155e9ee156	10	common_voice_en_23691324.mp3,common_voice_en_23691325.mp3,common_voice_en_23691327.mp3,common_voice_en_23691333.mp3,common_voice_en_23691336.mp3,common_voice_en_23691337.mp3,common_voice_en_23691451.mp3,common_voice_en_23691452.mp3,common_voice_en_23691453.mp3,common_voice_en_23691454.mp3
u_4_39	F	estimated	tagged_female	unknown/u_4/u_4_39	11e7a4ece84b9eb8c9e5744a9d7f33d4449945272a137e74ec861a229f80613e682df657b1cfb18f0b0ebb9e8f786bc6f4eb5b99e8413a72e2a08e70cf9d9491	10	common_voice_en_19635572.mp3,common_voice_en_19635574.mp3,common_voice_en_19635576.mp3,common_voice_en_19635577.mp3,common_voice_en_19635579.mp3,common_voice_en_19635604.mp3,common_voice_en_19635606.mp3,common_voice_en_19635607.mp3,common_voice_en_19635608.mp3,common_voice_en_19635609.mp3
u_4_40	F	estimated	tagged_female	unknown/u_4/u_4_40	11fab94702fb466783afda4617671e4c129636c7ccb4f72bb2f162bed41e0f6b3c7268190b0e60704af0c12a669c8f9d9ad1ba4a898f95879581f7dcbe765c9f	10	common_voice_en_18586669.mp3,common_voice_en_18586686.mp3,common_voice_en_18587215.mp3,common_voice_en_18587235.mp3,common_voice_en_18587237.mp3,common_voice_en_18587289.mp3,common_voice_en_18587338.mp3,common_voice_en_18592852.mp3,common_voice_en_18592853.mp3,common_voice_en_18592854.mp3
u_4_43	F	estimated	tagged_female	unknown/u_4/u_4_43	1213599a7e8c13fba3e22607a02ed378f7f84d455e6f803da04cb6eeda65d186f85b732fc8c335f7ddf557dc9d1dcf75e645575636ac97ff6a19c875cdd7f62a	10	common_voice_en_20004203.mp3,common_voice_en_20004205.mp3,common_voice_en_20004208.mp3,common_voice_en_20004209.mp3,common_voice_en_20004318.mp3,common_voice_en_20004319.mp3,common_voice_en_20004320.mp3,common_voice_en_20004321.mp3,common_voice_en_20004322.mp3,common_voice_en_20006135.mp3
u_4_45	F	estimated	tagged_female	unknown/u_4/u_4_45	1221b55ef8cc8f59d2708a3257422517db8584e5e1a742cb6963d9d159b64e9a70d4c8734cf5ac5ee5624b0bf620fe1332577fbf8f01f82a97d731a7c8310af7	10	common_voice_en_25549410.mp3,common_voice_en_25549412.mp3,common_voice_en_25549469.mp3,common_voice_en_25549471.mp3,common_voice_en_25549473.mp3,common_voice_en_25549543.mp3,common_voice_en_25549547.mp3,common_voice_en_25549655.mp3,common_voice_en_25549672.mp3,common_voice_en_25549808.mp3
u_4_48	F	estimated	tagged_female	unknown/u_4/u_4_48	12428be3e03b2159410c221efbac16a6fd70ede9ad5159b8a1b546dab22cbedb0953c35347a180aea59ee2410154f44bf8a328ed1a9c44f0abaecda386926a45	10	common_voice_en_25196832.mp3,common_voice_en_25196833.mp3,common_voice_en_25196834.mp3,common_voice_en_25196835.mp3,common_voice_en_25196836.mp3,common_voice_en_25226088.mp3,common_voice_en_25226089.mp3,common_voice_en_25226090.mp3,common_voice_en_25226091.mp3,common_voice_en_25226092.mp3
u_4_49	F	estimated	tagged_female	unknown/u_4/u_4_49	1247578e25c96ef0f18dbc0b83031dfac23bb83cc59bf86a66dc403fd840dd7c3cf5e9688fcbccbf390aaa2674573de820570936d82d669986333caa9296aab2	10	common_voice_en_27566968.mp3,common_voice_en_27566969.mp3,common_voice_en_27566970.mp3,common_voice_en_27566971.mp3,common_voice_en_27566979.mp3,common_voice_en_27566980.mp3,common_voice_en_27566981.mp3,common_voice_en_27566982.mp3,common_voice_en_27566986.mp3,common_voice_en_27566987.mp3
u_4_50	F	estimated	tagged_female	unknown/u_4/u_4_50	1252223d7166380721efb98f405522d191fb947e2cf8f8ce7254853efb4f78ca68bc2a593b76b73323d3b5d49b02944b09465775cdfeeb70eede2fbd15d3469b	10	common_voice_en_25999545.mp3,common_voice_en_25999546.mp3,common_voice_en_25999547.mp3,common_voice_en_25999548.mp3,common_voice_en_25999550.mp3,common_voice_en_25999551.mp3,common_voice_en_25999560.mp3,common_voice_en_25999562.mp3,common_voice_en_25999563.mp3,common_voice_en_25999564.mp3
u_4_52	F	estimated	tagged_female	unknown/u_4/u_4_52	125a681f7f7da191438ee50c0ce46046faaa4f8257cc44ca0a5ef552b42d9f8aabad4533bc0095c21fa0e6f39bd56e4e04201a52d46c3c4f4a1ead2321b8a74f	10	common_voice_en_35319967.mp3,common_voice_en_35319968.mp3,common_voice_en_35319969.mp3,common_voice_en_35319970.mp3,common_voice_en_35319971.mp3,common_voice_en_35319972.mp3,common_voice_en_35319974.mp3,common_voice_en_35319975.mp3,common_voice_en_35319976.mp3,common_voice_en_35319978.mp3
u_4_53	F	estimated	tagged_female	unknown/u_4/u_4_53	12946fbf1e23a2dfdfee460ccb069396e9c8672d3e5f7be56968fe8a23354531ee1d1808973370d2cb0208f24a9095214f263cd47eda50a29f38efae761cc176	10	common_voice_en_25140129.mp3,common_voice_en_25140135.mp3,common_voice_en_25140141.mp3,common_voice_en_25140142.mp3,common_voice_en_25140151.mp3,common_voice_en_25140162.mp3,common_voice_en_25140173.mp3,common_voice_en_25140189.mp3,common_voice_en_25140190.mp3,common_voice_en_25140191.mp3
u_4_54	F	estimated	tagged_female	unknown/u_4/u_4_54	12999b3877731563d0efaf74df6b39ad7819e2c239017a0ed1ca2fec81a9cdba566ba09f23253a3cf3a6d4492f9a2efd1f38e10c34b2be1a42a0167f6f5cb061	10	common_voice_en_33449068.mp3,common_voice_en_33449071.mp3,common_voice_en_33449072.mp3,common_voice_en_33449073.mp3,common_voice_en_33449080.mp3,common_voice_en_33449081.mp3,common_voice_en_33449082.mp3,common_voice_en_33449084.mp3,common_voice_en_33449090.mp3,common_voice_en_33449092.mp3
u_4_57	F	estimated	tagged_female	unknown/u_4/u_4_57	12c82e27319439e6d86414effe60e3eb93bd16ed29e800cb05ae79a39d4a57228e15e6de97a714b76c2e532069de10df47faf5496e21f076c27eac795684a6bf	10	common_voice_en_18539260.mp3,common_voice_en_18539261.mp3,common_voice_en_18539262.mp3,common_voice_en_18539263.mp3,common_voice_en_18539276.mp3,common_voice_en_18539285.mp3,common_voice_en_18539286.mp3,common_voice_en_18539288.mp3,common_voice_en_18539305.mp3,common_voice_en_18539306.mp3
u_4_65	F	estimated	tagged_female	unknown/u_4/u_4_65	1363e9e689e201a0c203cf0515224bce77c1ee1e7db2396b449a15b42606e89a2eff6ffc89a8eb638bbb561ce26ee90918d33e6788b0697e9fd6d582311d5955	10	common_voice_en_24504361.mp3,common_voice_en_24504362.mp3,common_voice_en_24504364.mp3,common_voice_en_24504366.mp3,common_voice_en_24504367.mp3,common_voice_en_24504525.mp3,common_voice_en_24504526.mp3,common_voice_en_24504528.mp3,common_voice_en_24504529.mp3,common_voice_en_24504649.mp3
u_4_70	F	estimated	tagged_female	unknown/u_4/u_4_70	13afd959fea1ee85bc3541fff5df2fa921ec7e71f3cc9aa989bc8c1fe2a9874c3c300da245be6664a88bdf05375d5a692001bd29409fe8ad3be88e7cca85aa92	10	common_voice_en_33321896.mp3,common_voice_en_33321897.mp3,common_voice_en_33321898.mp3,common_voice_en_33321899.mp3,common_voice_en_33321900.mp3,common_voice_en_33321902.mp3,common_voice_en_33321903.mp3,common_voice_en_33321904.mp3,common_voice_en_33321906.mp3,common_voice_en_33321907.mp3
u_4_73	F	estimated	tagged_female	unknown/u_4/u_4_73	13bebbcf7119768ff773426cf4ed1342683fef9d49ec6845641562640b8a871eed29a7e2f8b042986b73ca8d8d318cf8240a9e25296f69f7c00a3ed6b7709ce5	10	common_voice_en_27713920.mp3,common_voice_en_27713921.mp3,common_voice_en_27713922.mp3,common_voice_en_27713923.mp3,common_voice_en_27713924.mp3,common_voice_en_27713936.mp3,common_voice_en_27713937.mp3,common_voice_en_27713938.mp3,common_voice_en_27713939.mp3,common_voice_en_27713989.mp3
u_4_76	F	estimated	tagged_female	unknown/u_4/u_4_76	13d648f49692e45e716edb2192a84b273076ba39ee3cc3871c32d916fec361b00b2172794a055e22c1f55870fc59425576ae7b944a393b490ecb99a4470f9323	10	common_voice_en_19784638.mp3,common_voice_en_19784639.mp3,common_voice_en_19784640.mp3,common_voice_en_19784641.mp3,common_voice_en_19784648.mp3,common_voice_en_19784649.mp3,common_voice_en_19784650.mp3,common_voice_en_19784651.mp3,common_voice_en_19784652.mp3,common_voice_en_19784658.mp3
u_4_78	F	estimated	tagged_female	unknown/u_4/u_4_78	13f74f9fd666e51ba1951e6b87e4a71161502d6b9382cdd7e52f46c89a92d1d5a18550128f2570b3c85eb411924f3eb528cfd19e6632d33205a5452228c3eb26	10	common_voice_en_26970774.mp3,common_voice_en_26970775.mp3,common_voice_en_26970777.mp3,common_voice_en_26970779.mp3,common_voice_en_26970781.mp3,common_voice_en_26970941.mp3,common_voice_en_26970942.mp3,common_voice_en_26970943.mp3,common_voice_en_26970944.mp3,common_voice_en_26970946.mp3
u_4_79	F	estimated	tagged_female	unknown/u_4/u_4_79	140e6511a03339842016f527646596ad55a683d7f46f3808387eb1033aec87db87f1cea5618b4339a6d0b85bcb1157c67b5033e4f37542cdbea76d8d654a1c42	10	common_voice_en_27954098.mp3,common_voice_en_27954099.mp3,common_voice_en_27954101.mp3,common_voice_en_27954102.mp3,common_voice_en_27954112.mp3,common_voice_en_27954114.mp3,common_voice_en_27954115.mp3,common_voice_en_27954116.mp3,common_voice_en_27954140.mp3,common_voice_en_27954141.mp3
u_4_83	F	estimated	tagged_female	unknown/u_4/u_4_83	146fc6e9a61d870b5bc7a0fbac1763383a581d8ca8a793edf32a5bd5111283b9224b701acc44eb629c2ab053c6265af8797937b98198ff2514508bad86a1666e	10	common_voice_en_24536049.mp3,common_voice_en_24536050.mp3,common_voice_en_24536051.mp3,common_voice_en_24536052.mp3,common_voice_en_24536053.mp3,common_voice_en_24536054.mp3,common_voice_en_24536055.mp3,common_voice_en_24536056.mp3,common_voice_en_24536057.mp3,common_voice_en_24536058.mp3
u_4_85	F	estimated	tagged_female	unknown/u_4/u_4_85	14939f9086277ad53a268c01d25d1c857be597873b2197f722d31bfc997cef6e22974e72131f6b341d88a7bff7be0fe743411e42c14bc2ee46b35f2dabcd297c	10	common_voice_en_19747413.mp3,common_voice_en_19747415.mp3,common_voice_en_19747417.mp3,common_voice_en_19747419.mp3,common_voice_en_19747421.mp3,common_voice_en_19747446.mp3,common_voice_en_19747447.mp3,common_voice_en_19747448.mp3,common_voice_en_19747449.mp3,common_voice_en_19747456.mp3
u_4_86	F	estimated	tagged_female	unknown/u_4/u_4_86	149fb5157cb6e509e6c207cca50e95c93b0b8acb067c5c1198ee4f7429461214b0254e791db99358e21310e87fce24ce7eed2aab1671bfa4f603d94b4acd9c6b	10	common_voice_en_23687170.mp3,common_voice_en_23687171.mp3,common_voice_en_23687173.mp3,common_voice_en_23687175.mp3,common_voice_en_23687176.mp3,common_voice_en_23687177.mp3,common_voice_en_23687178.mp3,common_voice_en_23687179.mp3,common_voice_en_23687180.mp3,common_voice_en_23687181.mp3
u_4_88	F	estimated	tagged_female	unknown/u_4/u_4_88	14c89496eeb2b84d8d86a1c722596b5075de2bbcfbec7df93c764da89ead1f1e70b8cbb92a0a0f6d6976ad7129de8421c73ba277fd4bbc5c89c688a0844ca70e	10	common_voice_en_18825670.mp3,common_voice_en_18825671.mp3,common_voice_en_18825672.mp3,common_voice_en_18825673.mp3,common_voice_en_18825674.mp3,common_voice_en_18825685.mp3,common_voice_en_18825686.mp3,common_voice_en_18825687.mp3,common_voice_en_18825688.mp3,common_voice_en_18825689.mp3
u_4_89	F	estimated	tagged_female	unknown/u_4/u_4_89	14d148d9eecd39bab2244cbe61f57a9df9d99578eddfd494901bde868a697284bc8bdf182027fcf090829e7ef1fb2dabcf6eac3f22ceb04ac27ab0abcdd4ceed	10	common_voice_en_19584214.mp3,common_voice_en_19584216.mp3,common_voice_en_19584217.mp3,common_voice_en_19584218.mp3,common_voice_en_19584219.mp3,common_voice_en_19584220.mp3,common_voice_en_19584221.mp3,common_voice_en_19584222.mp3,common_voice_en_19584223.mp3,common_voice_en_19584225.mp3
u_4_90	F	estimated	tagged_female	unknown/u_4/u_4_90	14ec43f8aac4e18fb9ff573f695b9929bb5690d57db9bcb82d658290bba89f3feeea12bd0218a82cfa9b09e78a8c9b6571ecdb68fa54931e53b66fdcb703fe43	10	common_voice_en_19797066.mp3,common_voice_en_19797067.mp3,common_voice_en_19797068.mp3,common_voice_en_19797070.mp3,common_voice_en_19797101.mp3,common_voice_en_19797102.mp3,common_voice_en_19797103.mp3,common_voice_en_19797104.mp3,common_voice_en_19797107.mp3,common_voice_en_19797108.mp3
u_4_91	F	estimated	tagged_female	unknown/u_4/u_4_91	14fa07981e3d2929e808827c4c6cb11f46080050e27399a5a53ded9f0bd54c2037baa2439f28b449c8fa6541cafd9cf06dfdd28e89a1ace98a71007f857190db	10	common_voice_en_21366674.mp3,common_voice_en_21366675.mp3,common_voice_en_21366676.mp3,common_voice_en_21366677.mp3,common_voice_en_21366678.mp3,common_voice_en_21366694.mp3,common_voice_en_21366695.mp3,common_voice_en_21366696.mp3,common_voice_en_21366697.mp3,common_voice_en_21366698.mp3
u_4_93	F	estimated	tagged_female	unknown/u_4/u_4_93	151649108fac323fd4b2f47f44320bed6212e466af781e7c5348828c3282028741247d1eb5491da0822c736ae210a2716da66fbf6861816d5cbd7451a8264d03	10	common_voice_en_32667217.mp3,common_voice_en_32667219.mp3,common_voice_en_32667225.mp3,common_voice_en_32667240.mp3,common_voice_en_32668057.mp3,common_voice_en_32668062.mp3,common_voice_en_32668067.mp3,common_voice_en_32668073.mp3,common_voice_en_32668090.mp3,common_voice_en_32668201.mp3
u_4_97	F	estimated	tagged_female	unknown/u_4/u_4_97	1527bb0bab1870ea62dedafce1f71cf2b7fc1e1b35f1ac57e93255527b1ecfb75408fe8276fa2fceae842efd781cf985a5b30c1a85151c97ee7667f0a0c3028b	10	common_voice_en_24454608.mp3,common_voice_en_24454609.mp3,common_voice_en_24454610.mp3,common_voice_en_24454611.mp3,common_voice_en_24454612.mp3,common_voice_en_24454619.mp3,common_voice_en_24454620.mp3,common_voice_en_24454621.mp3,common_voice_en_24454622.mp3,common_voice_en_24454623.mp3
u_5_2	F	estimated	tagged_female	unknown/u_5/u_5_2	15962483a2e2b7cb4ff6834e8be000290525a0a58c04ecdc54dcc9bf8f174e52c162527ade4c7cf495f8a6abccbb792039d18c1a4a90afc8f67e11e04e21d4e8	10	common_voice_en_32752120.mp3,common_voice_en_32752122.mp3,common_voice_en_32752124.mp3,common_voice_en_32752126.mp3,common_voice_en_32752309.mp3,common_voice_en_32752312.mp3,common_voice_en_32752314.mp3,common_voice_en_32752361.mp3,common_voice_en_32752363.mp3,common_voice_en_32752575.mp3
u_5_4	F	estimated	tagged_female	unknown/u_5/u_5_4	15a8bcd57aefcbdec583a38c643a3b70d9606f364e9f609fe7f983b199e334a6735e4ccf7b101f3ace990fd70d3cc42dc2e67f741e15b747676d97d541d79e07	10	common_voice_en_26977424.mp3,common_voice_en_26977426.mp3,common_voice_en_26977434.mp3,common_voice_en_26977436.mp3,common_voice_en_26977437.mp3,common_voice_en_26977453.mp3,common_voice_en_26977454.mp3,common_voice_en_26977456.mp3,common_voice_en_26977457.mp3,common_voice_en_26977468.mp3
u_5_6	F	estimated	tagged_female	unknown/u_5/u_5_6	15bd36cd3e03870d6f688b5cdda87415979b83a9522ef9fdd1b7a875fed5b54f6e98f2e5eb44bd1823b908f027a80199c3bb0c257350b1bc5edc4a0a45c0d209	10	common_voice_en_19669032.mp3,common_voice_en_19669036.mp3,common_voice_en_19669037.mp3,common_voice_en_19669038.mp3,common_voice_en_19669039.mp3,common_voice_en_19669249.mp3,common_voice_en_19669250.mp3,common_voice_en_19669251.mp3,common_voice_en_19669252.mp3,common_voice_en_19669253.mp3
u_5_8	F	estimated	tagged_female	unknown/u_5/u_5_8	15ebb6c1db52348e830cea34b335f51b1dca1f50985240492229f88c2196f31d2e42b0d2f178c8809c13669305770116b12216b992f425619d2095e6afcdfc18	10	common_voice_en_19672437.mp3,common_voice_en_19672438.mp3,common_voice_en_19672439.mp3,common_voice_en_19672440.mp3,common_voice_en_19672441.mp3,common_voice_en_19672472.mp3,common_voice_en_19672473.mp3,common_voice_en_19672474.mp3,common_voice_en_19672475.mp3,common_voice_en_19672476.mp3
u_5_9	F	estimated	tagged_female	unknown/u_5/u_5_9	16003785850b52746faf7b572973082aee1738651a7026733601791c9b96b223822de142ea26af6cc054d0a4f6e78e8699f005c83cdfacc65d0eaebe0d2675c9	10	common_voice_en_24359240.mp3,common_voice_en_24359241.mp3,common_voice_en_24359242.mp3,common_voice_en_24359243.mp3,common_voice_en_24359244.mp3,common_voice_en_24359245.mp3,common_voice_en_24359246.mp3,common_voice_en_24359247.mp3,common_voice_en_24359250.mp3,common_voice_en_24359251.mp3
u_5_10	F	estimated	tagged_female	unknown/u_5/u_5_10	1602aa9408b27d7525a18e9e456b5d8eddd6534d9fd33fcdaaf4a36bc87d2b0231e6a5f149dcc35b6aa01bac47b82a7e646629530144860147119f221664f5a5	10	common_voice_en_24600342.mp3,common_voice_en_24600343.mp3,common_voice_en_24600344.mp3,common_voice_en_24600345.mp3,common_voice_en_24600346.mp3,common_voice_en_24678739.mp3,common_voice_en_24678740.mp3,common_voice_en_24678741.mp3,common_voice_en_24678742.mp3,common_voice_en_24678744.mp3
u_5_11	F	estimated	tagged_female	unknown/u_5/u_5_11	160432610286cc6ce1f1155bacb87c67b010889647a2e694b777b9e4f821a5a6079aa77799d8f857389b4e55d47613f923c44f6763305ea94e47b5597f331411	10	common_voice_en_25869103.mp3,common_voice_en_25869104.mp3,common_voice_en_25869105.mp3,common_voice_en_25869107.mp3,common_voice_en_25869116.mp3,common_voice_en_25869117.mp3,common_voice_en_25869118.mp3,common_voice_en_25869119.mp3,common_voice_en_25869120.mp3,common_voice_en_25869122.mp3
u_5_12	F	estimated	tagged_female	unknown/u_5/u_5_12	161360fa07bad9fab09364d18397219ddd9a6ff7e6a5b987795fbe74b930a9d13bb655cf4e4f16d19710f8fffee7fc0f32878d46e34c6bad935e8f75ba7bbcb7	10	common_voice_en_32640929.mp3,common_voice_en_32640931.mp3,common_voice_en_32640932.mp3,common_voice_en_32640990.mp3,common_voice_en_32640991.mp3,common_voice_en_32640992.mp3,common_voice_en_32640993.mp3,common_voice_en_32641005.mp3,common_voice_en_32641006.mp3,common_voice_en_32641008.mp3
u_5_16	F	estimated	tagged_female	unknown/u_5/u_5_16	1629ba7c1fb53659ae5d547f0f38d7498006f2282762efebfaad6ef494cdc916befc29f9b6bd53243bdfbfa2f3fc4bb55c91e58f746bd00ed027cee9e5a2afa7	10	common_voice_en_29761097.mp3,common_voice_en_29761098.mp3,common_voice_en_29761100.mp3,common_voice_en_29761101.mp3,common_voice_en_29761102.mp3,common_voice_en_29761164.mp3,common_voice_en_29761165.mp3,common_voice_en_29761168.mp3,common_voice_en_29761170.mp3,common_voice_en_29761210.mp3
